track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
408UEGA6FV2nvQjr1nt1VT,Drive Away,The Body Never Lies,Krewella,3/4/2022,240000,51,0.502,0.0543,0.874,1.27E-06,0.426,-3.742,0.203,141.776,4
4XeIiGpUBshIfs9yrBDVZC,The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette),Bettye LaVette,2/8/2022,359126,77,0.633,0.00764,0.92,0.00177,0.123,-2.812,0.0928,114.997,4
6GomT970rCOkKAyyrwJeZi,Move Your Body,Move Your Body,Sevek,10/29/2021,157445,83,0.848,0.0169,0.821,0.000403,0.0962,-5.408,0.0527,125.051,4
50ZFpw2wS6ERvLmW8TINhq,Beg For You (feat. Rina Sawayama),Beg For You (feat. Rina Sawayama),Rina Sawayama,1/27/2022,168053,82,0.788,0.223,0.945,2.97E-06,0.115,-5.091,0.0599,128.036,4
08Ecw0ItPxGeHS9Mexr8cs,Redlight,Redlight,Sting,2/25/2022,242905,73,0.716,0.00857,0.655,0.162,0.0572,-5.999,0.0444,125.012,4
0KG7XrgM20KEmJrKsyFDAm,Let You Go,Diplo,Kareen Lomax,3/4/2022,234375,58,0.584,0.101,0.955,0.00243,0.092,-4.197,0.0507,128.04,4
4RAR8g8fZNB106ezUurnE0,Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),DNCE,2/25/2022,215203,80,0.75,0.293,0.797,0,0.392,-4.826,0.118,105.949,4
26KOUSe9W0ZsTxMgNfbmq1,Where Did You Go?,Where Did You Go?,MNEK,1/26/2022,177689,43,0.774,0.194,0.784,1.07E-05,0.293,-4.549,0.0351,127.042,4
7y3c1oJMY1CwwtOZ84Qovu,Hallucination,Hallucination,Years & Years,2/18/2022,174795,76,0.687,0.0121,0.788,0,0.358,-5.142,0.0352,123.02,4
4aXij4j5BNOKKNrxgA6wc6,Togetherness,Togetherness,hermixalot,3/4/2022,220952,44,0.712,0.00355,0.868,0.0117,0.035,-5.618,0.08,126.018,4
424Uwmm1kNW07Ty1nOhSpl,Say Nothing (feat. MAY-A),Say Nothing (feat. MAY-A),MAY-A,2/2/2022,232959,76,0.478,0.101,0.822,6.60E-05,0.12,-1.961,0.0642,130.058,4
6oYXbji1rn7U6bFuNYekpQ,Run,Run,Galantis,2/18/2022,188732,74,0.601,0.0313,0.879,0,0.0793,-2.673,0.0353,124.013,4
7BhmwvCdQZNwuQXSHw5TzP,Headlights (feat. KIDDO),Headlights (feat. KIDDO),KIDDO,2/18/2022,158400,78,0.626,0.00998,0.754,0.00404,0.157,-6.217,0.0269,100.015,4
5kVXjAxYDkN57tZQi0JKya,You've Got To Let Go If You Want To Be Free,You've Got To Let Go If You Want To Be Free,Zedd,1/28/2022,253787,73,0.658,0.0335,0.908,0.0198,0.221,-8.071,0.186,123.92,4
6LJsVZlhPAvrALPYka3xXz,On Your Own (feat. Elderbrook),On Your Own (feat. Elderbrook),Elderbrook,3/2/2022,223992,57,0.658,0.0102,0.937,0.329,0.169,-5.773,0.0389,124.988,4
1dt220OBbkTsYz1NLVKIaw,Call Me (with R3HAB & Timmy Trumpet),Call Me (with R3HAB & Timmy Trumpet),Timmy Trumpet,1/14/2022,178310,76,0.398,0.00935,0.956,0.0038,0.142,-4.429,0.329,106.581,4
0YQEWdfq3ajtNtK106Dr0k,Shinigami Eyes,Shinigami Eyes,Grimes,1/26/2022,159315,76,0.632,0.00604,0.691,0.00149,0.19,-5.226,0.0603,116.028,4
5WOnsi0Bug74LmhxcPfKvR,In Your Arms (For An Angel),In Your Arms (For An Angel),Paul van Dyk,1/28/2022,150476,79,0.694,0.0399,0.828,0,0.0796,-4.653,0.0336,126.002,4
7AVyve7cFYTd51ha5i9kE2,Down Under (feat. Colin Hay),Down Under (feat. Colin Hay),Colin Hay,11/19/2021,158774,84,0.308,0.012,0.861,0.00103,0.277,-4.112,0.172,171.966,4
2OZZpID4LgZ0GGm8XB99e3,Don't Forget My Love,Don't Forget My Love,Miguel,2/11/2022,199091,74,0.638,0.0241,0.872,0.0159,0.118,-6.221,0.0415,121.041,4
0fp6PDlnCkmdE0F3s0tfr6,Original Sin,Original Sin,Sofi Tukker,2/4/2022,171599,73,0.779,0.165,0.727,0.0194,0.32,-8.59,0.053,124.021,4
3I10tZ5MgEMo4WryCNJkZQ,Won't Forget You - Edit,Won't Forget You,Shouse,2/4/2022,230946,74,0.656,0.02,0.655,0.00816,0.103,-6.766,0.024,127.001,4
0B3H6se7MYo3D7BmzfvdVN,The Parade,The Parade,Da Hool,2/4/2022,158725,76,0.793,0.000755,0.886,0.878,0.296,-5.071,0.0445,124.04,4
1aEHWqvtZ1JIBUl1loQBDn,Don’t Keep Me Waiting,Don’t Keep Me Waiting,SIDEPIECE,2/25/2022,209688,59,0.731,0.0527,0.807,0.00023,0.0737,-6.575,0.0432,126.033,4
2yYb6Ru1cwcDUBS4txRYQL,No Fun,No Fun,The Stickmen Project,11/19/2021,130413,53,0.731,0.00861,0.904,0.000164,0.0916,-4.774,0.0349,121.03,4
5902W4uHWzhtOff1UK7the,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),Katy Perry,12/29/2021,161267,87,0.685,0.028,0.886,0,0.481,-4.179,0.034,125.034,4
1QgebV92VO4Z7VxbQ1tSKo,Here For You,Cognition,Becky Hill,2/11/2022,226207,72,0.358,0.175,0.78,0.00062,0.265,-3.4,0.0447,173.917,4
22PnPdB20lq7wElHkk17oP,"bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)","bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)",Shygirl,2/22/2022,172953,77,0.719,0.167,0.818,0.000107,0.0362,-4.674,0.0424,148.008,4
2rNy5Ils7RO6m2E2W83CR5,Nightjar (feat. SHELLS),Nightjar (feat. SHELLS),SHELLS,1/28/2022,149456,69,0.78,0.0686,0.863,0.284,0.316,-5.425,0.0384,124.004,4
3t4KHjd8uQpJJ2fa0fRIpR,High,High,The Chainsmokers,1/28/2022,175163,87,0.601,0.0492,0.787,0,0.142,-6.178,0.031,134.981,4
6EafRI0UtUidrZbbKpFRYq,Forget About Me,Forget About Me,AlunaGeorge,1/14/2022,177638,69,0.721,0.0428,0.894,0.502,0.134,-7.59,0.0488,127.005,4
7ElC7VjUNl3oJ20Q5OpEh9,CTRL + ALT + DEL,CTRL + ALT + DEL,Rêve,9/17/2021,153167,73,0.779,0.035,0.763,1.65E-06,0.112,-5.58,0.34,119.94,4
6Owc2SuzwO3LW1SAODYK3l,Melody,Melody,Sigala,1/21/2022,167142,79,0.63,0.0231,0.91,1.91E-06,0.125,-2.681,0.058,123.017,4
4G4patpYxsF6ovHZOX9wgR,Human (feat. Echoes),Human (feat. Echoes),Echoes,11/24/2021,219048,73,0.544,0.00162,0.856,0.818,0.0763,-6.84,0.0314,125.992,4
1m66iYSRv0qEQBo0RqyPaw,Nothing Good Comes Easy,Nothing Good Comes Easy,Elohim,2/11/2022,174344,63,0.647,0.00854,0.773,0.0107,0.714,-5.893,0.0403,121.997,4
2Xy1UIVfOlukyye6Fd0wrI,Follow Me,Follow Me,Rita Ora,12/10/2021,169672,81,0.673,0.083,0.729,0,0.1,-4.879,0.0496,122.023,4
2qLM9dbsAbjCE9N3fPagG2,Double Dip,Double Dip,Anna Lunoe,3/2/2022,198906,40,0.686,0.000576,0.954,0.826,0.0763,-4.652,0.0552,127.986,4
0dlP9SnqQa5k1A9mReybFb,Treat Me Like A Slut,Slut Pop,Kim Petras,2/11/2022,118154,72,0.914,0.00225,0.696,7.97E-05,0.0979,-4.482,0.134,130.028,4
5w7sO0tWXMmctwKnJZu24v,Deja Vu,Deja Vu,Anabel Englund,12/3/2021,198704,68,0.87,0.127,0.532,8.65E-05,0.112,-7.101,0.0951,121.986,4
5UZA39t4lX42ApegVubl7f,Won’t Let You Go,Won’t Let You Go,John Martin,12/10/2021,217262,73,0.46,0.00623,0.843,0,0.16,-5.164,0.0616,125.982,4
18asYwWugKjjsihZ0YvRxO,The Motto,The Motto,Ava Max,11/4/2021,164819,94,0.754,0.0301,0.763,2.23E-05,0.0901,-4.627,0.0435,117.953,4
7vHdp6gYkI0736fDSX1IBo,Running (feat. Meg Myers),Running,Meg Myers,12/7/2021,385437,58,0.699,0.0336,0.803,0.691,0.115,-7.431,0.0434,124.977,4
3OZUrZBtQCiMmpoZquu0BS,"Work (feat. Dave Giles II, Cor.Ece & Mike Dunn)","Work (feat. Dave Giles II, Cor.Ece & Mike Dunn)",Mike Dunn,1/21/2022,181801,61,0.762,0.00251,0.707,0.00685,0.073,-7.306,0.0437,124.956,4
66HB3QjqHIl9VF4O7ojyEB,Slow Down,Slow Down,TS7,1/14/2022,191953,63,0.698,0.0683,0.87,0.147,0.1,-5.278,0.039,127.937,4
71LZ7lwCisTG3H9UXKraTe,Color Of Your Soul,Color Of Your Soul,CloZee,2/4/2022,202286,67,0.486,0.00147,0.964,0.0628,0.101,-3.615,0.0548,139.958,4
1ULaCASWLNrzg76Jt3VDWd,79,79,Block Notice,2/18/2022,168201,61,0.806,0.0104,0.7,0.0389,0.12,-7.253,0.339,125.061,4
4UV5qm4XHQETdXrVZjIsSU,Your Body,Your Body,Kyra Mastro,12/3/2021,165120,64,0.741,0.0633,0.902,0.337,0.143,-4.695,0.0551,125.004,4
4b3edA8m5ww2BUB5ahdX3q,I'm Into It,I’m Into It,Velvet Cash,12/3/2021,199000,50,0.51,0.418,0.545,0.215,0.0741,-8.591,0.0679,125.008,4
4vyG9ZhHT8MKJE5mTICMFC,Still Sleepless,Still Sleepless,Carla Monroe,9/17/2021,162879,73,0.628,0.0156,0.738,0.281,0.153,-5.045,0.0367,125.928,4
7AcfLjRYL1LeiUHUU302Fm,Fuck U Love U,Fuck U Love U,Alison Wonderland,12/2/2021,198103,64,0.519,0.00327,0.794,0.0056,0.0974,-5.063,0.0419,75,4
0dFdGPVLs3k0z9ezYWZzUa,Intimidated (feat. H.E.R.),Intimidated,H.E.R.,11/19/2021,207840,76,0.738,0.0167,0.75,0.00976,0.174,-3.654,0.219,112.009,4
4gJMsAYnnwNBsrhqjLWbWi,Somebody To Love - Gorgon City Remix,Somebody To Love (Gorgon City Remix),Gorgon City,1/21/2022,282461,63,0.691,0.0453,0.849,0.49,0.106,-8.735,0.0456,123.978,4
5QZdeEHEHy1Jphbral0nbv,Survive,Reviver,Channy Leaneagh,1/21/2022,302439,67,0.362,0.435,0.534,0.93,0.0939,-10.403,0.0498,184.216,3
0xIo8d1CLxARzQhaZwJ1RM,Age of Phase,Fragments,Bonobo,1/14/2022,342053,66,0.706,0.316,0.697,0.763,0.0681,-8.455,0.0361,123.993,4
1SGbmqB3dxlrp4YkKzZUto,Never Ending,Never Ending,Bob Moses,2/18/2022,242000,62,0.613,0.339,0.85,0.000138,0.12,-4.196,0.0927,118.068,4
4skbQNtyjy8A7mo8oqe2oD,A Drug From God,A Drug From God,NPC,11/12/2021,192455,68,0.714,0.00819,0.883,0.843,0.231,-4.43,0.0625,126.016,4
6QHKcbL8vrX0Ra3kKpNTVs,I Wanna Run Away,I Wanna Run Away,Wafia,12/10/2021,159231,61,0.736,0.228,0.656,0.0134,0.178,-7.031,0.238,104.083,4
0mWXMQ8hrrAJfxN7LG2Wsk,I Don't Wanna Leave,Surrender,RÜFÜS DU SOL,10/21/2021,269480,67,0.528,0.0364,0.608,0.0194,0.112,-7.071,0.0283,144.973,4
6ZahQeSE8fqyvC0jKr7CHA,You Take My Hand,Healing Forest,Jamie Irrepressible,2/1/2022,315861,48,0.52,0.0185,0.962,0.926,0.115,-6.672,0.0428,124.004,4
5WoBAyXaOnKEfvsZocrPeT,My Humps,My Humps,Lee Foss,10/29/2021,186047,74,0.842,0.0307,0.673,0.0197,0.058,-6.068,0.068,128.99,4
4CUX44NA1CPEzd0ibMLQsL,Make Me Feel Good,Make Me Feel Good,Jazzy,11/26/2021,197473,80,0.773,0.0627,0.74,0.00183,0.0829,-8.169,0.0386,124.014,4
2QLdrqojYq2yRKHqv6tXh1,Sooner Or Later,Sooner Or Later,Years & Years,1/14/2022,200322,68,0.318,0.00712,0.764,0,0.0789,-4.102,0.0956,120.984,3
7dhiGKBm2pYVLAW4QF1z1E,The Don,The Don,Stefflon Don,12/2/2021,174399,59,0.859,0.134,0.768,0.00218,0.103,-8.367,0.255,127.984,4
2AuwQ8Fjkvfidwq8AAZXpy,Cleo - Edit,Cleo,Shygirl,10/26/2021,189371,64,0.609,0.0138,0.614,0.00673,0.166,-7.514,0.0288,126.025,4
6uwjDA0Qi6hk8C6lPJIMc9,Gassed Up,Gassed Up,Flowdan,1/6/2022,238286,66,0.643,0.0152,0.985,0.000965,0.311,-1.848,0.41,140.029,4
2wG7MgpfXMCzQcTPCt78Tb,Getting Late (feat. Danni Carra),Getting Late (feat. Danni Carra),Danni Carra,12/31/2021,231750,62,0.43,0.0315,0.811,0,0.315,-2.712,0.0621,159.988,4
5zGOmNgWKgfzn9YcGsNQFx,Parallel Heartbreak,Parallel Heartbreak,Pauline Herr,1/7/2022,202403,57,0.495,0.228,0.545,2.17E-06,0.254,-5.76,0.118,77.572,4
6IlL9Xlnm0Oq6wXSe6TH9v,Used To This,Used to This,Issey Cross,11/19/2021,226207,73,0.686,0.0314,0.756,0.0234,0.154,-3.888,0.0374,87.004,4
3MK2rvp7XjarzRKFrPGMOb,Disconnected,Disconnected,Tita Lau,12/10/2021,194524,67,0.842,0.00579,0.811,0.176,0.0702,-6.476,0.109,125.995,4
6S8QooXikGI3RqJcarCcrY,Paradise,Paradise,OMEM,12/3/2021,174677,53,0.802,0.00312,0.644,0.637,0.183,-11.245,0.0476,124.022,4
4ASOMWcJUrwEpjJy4GEijz,California Dreamin' (feat. High Jinx),California Dreamin' (feat. High Jinx),High Jinx,10/8/2021,196900,76,0.685,0.00552,0.911,0.0247,0.285,-4.977,0.144,128.02,4
2tZaIi32T3Fwn6GqD8Jcii,Lonely (feat. Sananda Maitreya),Lonely (feat. Sananda Maitreya),Sananda Maitreya,1/21/2022,170326,68,0.628,0.079,0.915,0.269,0.0847,-3.91,0.0424,123.97,4
6AxBhyZDlChhX1lNDGCf0P,Hold Up,Hold Up,Moore Kismet,1/28/2022,124096,52,0.784,0.00736,0.871,0.234,0.0833,-2.902,0.239,129.903,4
6X6Ow0iioCrYQSK1QDHQbC,The Age Of Love - Charlotte de Witte & Enrico Sangiuliano Remix,The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix),Enrico Sangiuliano,8/13/2021,489480,68,0.748,0.0576,0.909,0.89,0.0945,-8.322,0.0505,130,4
5UatawMsGULDVG2h8wE1KS,Lights Out,Lights Out,HAAi,1/20/2022,288349,68,0.596,0.00118,0.814,0.00286,0.102,-8.481,0.056,133.203,4
3p7bWzqLgmHc172MBh7Vd2,Paper Walls,Spiral,Metric,11/19/2021,219561,62,0.558,0.00846,0.744,0.0029,0.346,-6.103,0.033,97.945,4
21KH3KOkTjqPM0lCoba0UC,This Time,This Time,Nina Kraviz,11/26/2021,213120,55,0.804,0.17,0.68,0.279,0.0648,-7.969,0.0556,125,4
6joEpIEWpZYrezVvqrbvxy,Give It to Me,Give It to Me,Matt Sassari,6/4/2021,210000,67,0.838,0.00132,0.664,0.035,0.131,-8.126,0.0484,126.047,4
2CMGiyYO8H8GhPwS73LL13,Somebody To Use,Somebody To Use,Alesso,11/19/2021,154032,67,0.604,0.113,0.792,1.88E-05,0.149,-4.5,0.0866,119.953,4
46nvQpUDsxpS08UTFOeKTA,Tell It To My Heart,Tell It To My Heart,Hozier,10/29/2021,165524,85,0.539,0.0265,0.715,0,0.609,-6.639,0.0595,123.854,4
4dzBqc5t2GWJKpGqUoTbrU,2gether,2gether,Mura Masa,11/26/2021,191075,63,0.768,0.455,0.374,0.000226,0.245,-5.552,0.0586,91.903,4
1aRdoiTy948hSqKI4bEyvJ,I Wonder (feat. Shai),I Wonder (feat. Shai),Shai,12/10/2021,158547,59,0.534,0.18,0.817,5.07E-05,0.488,-4.863,0.103,124.023,4
2n6qz4opcJlHsEpI8030YM,Check Out,Check Out,Leo Stannard,11/5/2021,174138,64,0.814,0.00577,0.675,0.0818,0.0956,-6.761,0.042,125,4
1aL6wkVeoR41DqDpVN7Gl2,Player Of Games,Player Of Games,Grimes,12/3/2021,245542,70,0.54,3.22E-05,0.925,0.00102,0.172,-4.79,0.0363,130.943,4
56tNMHvbcFPvYiDxA7xROH,You Could Be,You Could Be,George Riley,8/31/2021,218024,62,0.712,0.0123,0.818,0.141,0.0499,-5.162,0.0368,124.012,4
0lrctx5G3InbHwNO5JyFfL,It Ain't Right,It Ain't Right,Shane Codd,11/5/2021,208084,67,0.676,0.0414,0.896,6.41E-06,0.0519,-3.706,0.0425,125.997,4
33tYADyL2aZctrvR59K1bQ,Lauren (I Can't Stay Forever),Lauren (I Can't Stay Forever),Oden & Fatzo,10/8/2021,200551,70,0.702,0.0773,0.912,0.309,0.0926,-8.687,0.0652,128.018,4
7Mqdzo9NcZLUwTAoyV2AeE,Horizon,Horizon,ARTBAT,11/5/2021,464516,64,0.647,0.0331,0.66,0.914,0.665,-10.309,0.0405,124.023,4
1YKp8PG1DEQJ0hLc2CJGO8,You Give Me A Feeling,You Give Me A Feeling,James Hype,11/12/2021,185896,72,0.761,0.259,0.867,0.615,0.0689,-6.168,0.0499,126.03,4
3Zs7UPRJeoy3uycdPHVfwv,Signals,Signals,Kwabs,10/29/2021,167999,74,0.741,0.415,0.76,4.27E-06,0.095,-5.359,0.0447,120.01,4
1jfd5UYYNB8LEYGtHkP1tM,Make It Good,Make It Good,Jauz,10/8/2021,159344,62,0.835,0.0246,0.88,0.165,0.0688,-7.972,0.104,122.036,4
0dSTbC1TcahlWOZV5C5OhI,Cut Me Loose - Edit,Cut Me Loose (Edit),Max Marshall,7/16/2021,202128,68,0.416,0.0225,0.802,0.0541,0.039,-4.221,0.0471,121.967,4
7H5X2cvqCTJ8C8loGvMRDN,Cherry - Spotify Singles,Cherry - Spotify Singles,Doss,11/10/2021,180923,55,0.789,0.00306,0.67,0.207,0.0518,-8.346,0.0438,130.057,4
0wrs5ucXutScEWOhdWdGBB,Forbidden Feelingz,Forbidden Feelingz,Nia Archives,10/14/2021,166356,58,0.513,0.13,0.799,0.23,0.179,-7.363,0.14,108.43,5
5B2Fil0dJNfob1W8gpL5E4,Love Vibration,Love Vibration,ESSEL,10/8/2021,180488,61,0.773,0.00171,0.903,0.617,0.0476,-5.279,0.0417,123.926,4
5nBqvq3hUl8n6HtKtwNphW,Strangers (with Mansionair),Strangers (with Mansionair),Mansionair,11/18/2021,217390,63,0.633,0.0296,0.891,0.778,0.116,-6.463,0.0311,126.022,4
1c5sVhqoQvLHTXTYJTb98i,Midnight Rapture,Midnight Rapture,Anabel Englund,9/17/2021,197648,61,0.689,0.00074,0.897,0.0017,0.224,-6.703,0.0436,117.984,4
6DiogHhtwkVgUHUDUJVuXV,After You (feat. Calle Lehmann),After You (feat. Calle Lehmann),Calle Lehmann,10/27/2021,224570,71,0.511,0.0619,0.804,0,0.0873,-3.808,0.0433,145.055,4
3zbbRebB1rzlXJgq7Ufn8V,Worst Case,Worst Case,CXLOE,10/8/2021,178049,64,0.629,0.00463,0.809,0.0347,0.205,-5.775,0.0339,122.975,4
0mogpLJRPJTCCdy5yV9qhl,Fireworks,I Hope It Lasts Forever,Qrion,10/29/2021,264698,52,0.669,0.00619,0.884,0.821,0.0775,-6.431,0.036,125.02,4
4IoWprg6W4DxHjxm1Pi4KT,About You,About You,Biscits,3/4/2022,218500,51,0.566,0.00666,0.868,0.918,0.0669,-6.532,0.0487,125.984,4
49yvk8qS9L7I5aDeIMSutb,Show Me A Sign (with MKLA),Show Me A Sign,MKLA,2/18/2022,223283,54,0.717,0.0437,0.763,6.02E-05,0.154,-5.178,0.0559,126.002,4
2qLM9dbsAbjCE9N3fPagG2,Double Dip,Double Dip,Anna Lunoe,3/2/2022,198906,40,0.686,0.000576,0.954,0.826,0.0763,-4.652,0.0552,127.986,4
4PZunWMdRDz63eZHAzoeD2,SEXUAL,SEXUAL,TELYKast,2/25/2022,199680,47,0.728,0.257,0.882,0.441,0.111,-8.083,0.0508,125.005,4
4op0sQ8BfzRsW4gGGlR7TU,Side Effect (feat. Au/Ra),Side Effect (feat. Au/Ra),Au/Ra,2/4/2022,144194,69,0.727,0.192,0.712,0,0.196,-5.742,0.0597,123.955,4
0S9KX56e4zQs11nKc6s9jK,Hallelujah,Hallelujah,Joe Killington,2/18/2022,167619,59,0.726,0.014,0.721,0.00065,0.112,-6.386,0.0563,126.026,4
1uRkLJG9sdMFIB8Hb18uGx,Lost Myself Again,Lost Myself Again,Jaded,1/21/2022,172826,58,0.803,0.00596,0.823,0.0012,0.336,-5.968,0.0598,124.998,4
6WarP4oMloYg0Z8H8IHeDq,Love Again,Love Again,CHANEY,1/21/2022,190513,58,0.679,0.0874,0.876,0,0.245,-4.86,0.0512,125.985,4
4IOK3PjSHrQm6dgYZdHZkE,Human Touch,Human Touch,Sam Gray,1/28/2022,145748,66,0.633,0.0029,0.834,4.37E-05,0.19,-5.316,0.0383,126.981,4
4D8Jh26RrDmNTeXL43kXBE,Pressure,Pressure,KREAM,3/4/2022,171985,50,0.643,0.0524,0.945,0.146,0.223,-6.301,0.0781,124.928,4
3fvsxmytTns1ApIWBqfANZ,Temptation (feat. Poppy Baskcomb),Temptation (feat. Poppy Baskcomb),Poppy Baskcomb,2/18/2022,172197,53,0.744,0.0195,0.703,0.00449,0.141,-8.111,0.048,125.023,3
4RVcOvimtLKS94rEEzxYtB,Immunity,Immunity,Kasablanca,1/21/2022,260541,53,0.419,0.0458,0.897,0.24,0.0582,-7.108,0.0396,123.908,4
0ddvXI226RBn6NXy692GK7,Like That,Like That,Seamus D,12/10/2021,180720,68,0.718,0.0173,0.754,0.0111,0.143,-7.919,0.0374,123.98,4
2Kb5Sy93AE70esO90eJgdQ,HMU for a Good Time,333 (Deluxe),Channel Tres,3/3/2022,247118,53,0.861,0.0156,0.654,0.644,0.0951,-10.045,0.064,121.971,4
11TC5EbqUIyQSA0utzM3eI,NO MIND,NO MIND,MILKBLOOD,2/16/2022,172515,63,0.478,0.0384,0.916,0.000161,0.178,-5.105,0.176,114.941,4
5EhnuLMer8qAXEDwmLtyrW,Puzzle Box,Puzzle Box,Subtronics,3/4/2022,212211,55,0.696,0.196,0.488,0.836,0.2,-7.508,0.0403,95.064,4
2w1rG2MPE4vF77znvevuz5,Who Do You Love,Who Do You Love,Rozzi,2/25/2022,208254,58,0.537,0.018,0.964,0.00138,0.16,-2.677,0.0552,125.992,4
5or0ryC6EUT7kS92UEGqxd,Hold Tight,Hold Tight,Hayden James,1/27/2022,176382,66,0.71,0.134,0.774,0,0.206,-6.025,0.0344,124.009,4
1MPfyPFjBE0e9GGWImKlXf,Lay It All On Me,Lay It All On Me,Jem Cooke,1/26/2022,227385,54,0.574,0.0151,0.922,0.453,0.0835,-6.309,0.042,126.002,4
1gs7LWmkKWpJ8M6cnWkK5e,Without You,Without You,Julia Ross,2/25/2022,225000,59,0.564,0.00443,0.887,0.00207,0.368,-4.56,0.046,127.952,4
7iIvD4PwoUUTvawu3Otf9G,Amanhã,Amanhã,Vintage Culture,2/17/2022,212903,61,0.473,0.00533,0.868,0.838,0.109,-6.825,0.129,155.292,5
2sUkEAXJBIvh9EvuuOOKuW,Silenced,Dark Matter,CamelPhat,2/25/2022,232246,59,0.594,0.035,0.92,0.0358,0.22,-6.399,0.0509,121.97,4
41rjAEQbD85oUdFX9uPGqG,Our Space - Edit,Our Space,Dino Lenny,3/4/2022,309677,39,0.701,0.0897,0.589,0.873,0.101,-10.028,0.0666,124.011,4
1MtswMNmlmCn0fl0xf8qB1,Locco,Locco,Biscits,1/28/2022,183875,59,0.956,0.104,0.861,0.897,0.0717,-6.779,0.206,125.93,4
6EJuJAg1Ydjkoj9SCwMUyN,La candela viva,La candela viva,Twolate,1/7/2022,174600,60,0.579,0.000243,0.987,0.744,0.129,-4.069,0.0706,125.021,4
2Q4nScd22kJ70CqQbQqWFD,Palm Beach Banga,Palm Beach Banga,FISHER,2/11/2022,233837,62,0.766,0.00918,0.799,0.00197,0.165,-6.37,0.116,125.999,4
5DgCDCuuevkqBmyFMjhbUc,Dani Girl,Dani Girl,Ranger Trucco,2/4/2022,234293,53,0.805,0.00261,0.78,0.896,0.0636,-6.366,0.0729,125.03,4
2oNMdd8UJcwDYxLQ4BBc9W,Mi Corazón,Mi Corazón,Noizu,2/11/2022,187619,56,0.729,0.0129,0.934,0.456,0.125,-5.234,0.0807,126.013,4
47BXQXlud1OcAxXixZJEnr,Tribe,Tribe,Shermanology,2/4/2022,225000,50,0.804,0.00408,0.81,0.0423,0.149,-7.238,0.0866,128.014,4
4szwPQ7ajXpyqykjtv6RLE,Roll Play,Roll Play,PAWSA,10/25/2019,203438,67,0.8,0.000304,0.487,0.367,0.0874,-12.74,0.167,128.019,4
6BRJxAgTCr7zCOmTkZuY2Q,You Wanna?,CircoLoco Records & NEZ Present CLR 002,NEZ,2/25/2022,215625,53,0.872,0.00657,0.714,0.00109,0.0791,-6.559,0.0739,126.968,4
2I5faAdg3IZbd6HEn6Blfz,Issa Vibe,House of Wax,BRKLYN,2/18/2022,168781,52,0.66,0.00249,0.956,0.706,0.385,-7.227,0.0499,122.998,4
7kG1Lv9NFFtvvUeyYHLG7R,All Day (feat. Nonô),All Day (feat. Nonô),Nonô,3/4/2022,182653,39,0.713,0.115,0.81,0,0.0527,-5.108,0.0457,124.036,4
1447z3NQY5Dg6oik6Zh5rw,Admit It (U Don't Want 2),Admit It (U Don't Want 2),India Jordan,2/10/2022,385075,63,0.761,0.00923,0.958,0.00867,0.098,-4.939,0.141,134.033,4
0DeCgH8St1bnHVry9gecMp,BMW,BMW,Bad Boy Chiller Crew,1/19/2022,213880,72,0.726,0.448,0.818,0,0.331,-5.538,0.136,138.01,4
79ixYcSOhGVaG69GHfVOXJ,BOYZ,BOYZ,TSHA,2/23/2022,240322,46,0.688,0.0293,0.907,0.844,0.0767,-8.06,0.0618,132.022,4
0ZGTKMUfj3pbKbTjMCCuEQ,The Dark (feat. Bklava),The Dark (feat. Bklava),Bklava,2/18/2022,230547,48,0.714,0.227,0.625,0.743,0.131,-11.517,0.0458,127.977,4
2F9lnTfWTZCvaHWSVTefUY,Resurrected,LP Giobbi x Insomniac Records Presents Femme House,Kaleena Zanders,3/4/2022,170764,18,0.827,0.00629,0.821,0.000645,0.0709,-6.498,0.26,127.968,4
5pg2odADhTPe42uf0BghWA,Turn Off The Lights - Cloonee Remix,Turn Off The Lights (Cloonee Remix),Alexis Roberts,1/21/2022,198755,59,0.902,0.0555,0.41,0.0417,0.123,-6.981,0.14,127.989,4
0hyFVAYTF77ELCKmxxjYDD,Blow (feat. Eliza Legzdina),Blow (feat. Eliza Legzdina),Eliza Legzdina,2/25/2022,189760,43,0.821,0.0034,0.926,5.60E-05,0.114,-4.905,0.0482,127.993,4
2bo8HF4dpbfJrxD6gaW3BJ,State Of Mind (feat. Sarah de Warren),State Of Mind (feat. Sarah de Warren),Sarah de Warren,3/4/2022,172431,40,0.746,0.000415,0.923,0.254,0.1,-5.035,0.0424,124.989,4
4zB2zfoyaKdZl0v9IfHUKL,Bubblin,Bubblin,Dombresky,2/11/2022,209524,53,0.728,0.00659,0.982,0.0679,0.0437,-4.482,0.0401,126.002,4
5r5MjmaLklyNOzKXY6Fqm5,Don't Wanna Lie,Don't Wanna Lie,Miane,3/4/2022,208570,32,0.722,0.00041,0.848,0.26,0.0723,-6.164,0.0451,126.005,4
